FIPS,Place,Name,qName,MS.MIL.XPND.ZS,MS.MIL.XPRT.KD,NE.CON.GOVT.CD,NE.CON.GOVT.CN,NE.CON.GOVT.KD,NE.CON.GOVT.KD.ZG,NE.CON.GOVT.KN,NE.CON.GOVT.ZS,NE.CON.PETC.CD
SASIND,India,India,"India, South Asia",,42000000,217851467798.54,14114596598667.4,225828379767.117,3.33653609036206,11097249778300.3,10.3161526936498,1247860728485
SASLKA,Sri Lanka,Sri Lanka,"Sri Lanka, South Asia",14.1399263360036,,7248472473.6101,984755000000,5823154040.39287,10.2357775031896,658392000000,8.99180446497095,56508951698.4415
SASMDV,Maldives,Maldives,"Maldives, South Asia",,,,,,,,,
SASNPL,Nepal,Nepal,"Nepal, South Asia",9.64758262201608,,2337258154.39449,232532177700,2309609478.74277,7.41696496471313,84089285200,10.9660671291019,17102482843.8837
SASPAK,Pakistan,Pakistan,"Pakistan, South Asia",,,29686863797.2867,3011195000000,23739818896.2564,8.13148681668949,1220931000000,10.9525461020136,216846307719.761
SAU,Saudi Arabia,Saudi Arabia,Saudi Arabia,,,196303733333.333,736139000000,164476110819.401,-1.75118703034747,616785415572.755,30.0034790637042,263681841632.429
SDN,Sudan,Sudan,Sudan,,,4449048983.33333,26694293900,8293238826.9246,-9.0938190675846,3068001700,4.57927819910593,79276510000
SEN,Senegal,Senegal,Senegal,6.72564206354379,,2238326766.59058,1323858366100,2296285326.53886,4.60075384395783,717339334300,16.4462187523154,10446168212.6976
SGP,Singapore,Singapore,Singapore,19.1521330689827,48000000,31564300261.8563,43394600000,27952988632.1966,7.98301233560552,38113900000,10.6334137554687,108869653767.821
SLB,Solomon Islands,Solomon Islands,Solomon Islands,,,,,,,,,
SLE,Sierra Leone,Sierra Leone,Sierra Leone,,,435627662.529551,2211246015000,316170402.221683,24.357318317169,762390529100,10.2457718221458,4353179388.55398
SLV,El Salvador,El Salvador,El Salvador,4.64827243966451,,3142400000,3142400000,2650438954.60798,5.11569731081927,840400000,12.0618723692382,23488950000
SMR,San Marino,San Marino,San Marino,,,,,,,,,
SOM,Somalia,Somalia,Somalia,,,408000000,9076776000000,,,,6.88607594936709,
SRB,Serbia,Serbia,Serbia,,29000000,6027589021.00331,655870400000,7265341462.4419,-1.47769414744073,564727000000,16.2204927166726,27751436889.8847
SSD,South Sudan,South Sudan,South Sudan,,,3227316471.02081,13197465244.9454,2538502621.09711,0.367054714784572,5523299388.00931,35.798528250906,9084902216.9516
SSF,Sub-Saharan Africa,Sub-Saharan Africa,Sub-Saharan Africa,,,207490212895.54,,222978051873.486,0.00563899377617361,,14.5288864280673,1149568311315.86
SSFAGO,Angola,Angola,"Angola, Sub-Saharan Africa",14.916394676894,,17765558031.8159,2125999000000,,,,17.2544392259976,78061714870.1802
SSFBDI,Burundi,Burundi,"Burundi, Sub-Saharan Africa",,,640106556.598006,1006193610000,673930407.921143,-3.00000000042819,679632410800,20.6664334663582,2667359932.9557
SSFBEN,Benin,Benin,"Benin, Sub-Saharan Africa",,,1410771333.81633,834400000000,1508368237.39238,12.3892325698043,672200000000,17.0157228215429,5686537903.91234
SSFBFA,Burkina Faso,Burkina Faso,"Burkina Faso, Sub-Saharan Africa",9.4774110481599,,2502738002.82188,1480243140400,3159728882.14713,10.332945718174,1037479757100,22.4485786263267,6599235987.01157
SSFBWA,Botswana,Botswana,"Botswana, Sub-Saharan Africa",,,2972359102.25592,30056719665.5273,3970843404.82595,2.53090401819594,18375123962.4023,20.597600647169,7015760757.69833
SSFCAF,Central African Republic,Central African Republic,"Central African Republic, Sub-Saharan Africa",,,121565746.526119,71900000000,81008598.7656212,8.50230597221133,53049609300,7.67568697799852,1589611319.64775
SSFCIV,Cote d'Ivoire,Cote d'Ivoire,"Cote d'Ivoire, Sub-Saharan Africa",,,4706436382.10419,2782445189100,4282626207.87325,27.6912473158939,2131090677600,14.3364272052488,20342370447.9026
SSFCMR,Cameroon,Cameroon,"Cameroon, Sub-Saharan Africa",,,3350581917.81378,1981700000000,3649624114.44459,4.83963183151678,1331100000000,11.7912010757679,22230469380.7333
SSFCOM,Comoros,Comoros,"Comoros, Sub-Saharan Africa",,,,,,,,,
SSFCPV,Cabo Verde,Cabo Verde,"Cabo Verde, Sub-Saharan Africa",,,,,,,,,
SSFERI,Eritrea,Eritrea,"Eritrea, Sub-Saharan Africa",,,,,,,,,
SSFETH,Ethiopia,Ethiopia,"Ethiopia, Sub-Saharan Africa",,,5810686856.79007,116995500000,,3.7927639254879,72946800000,9.01378857603043,45927314673.1147
SSFGAB,Gabon,Gabon,"Gabon, Sub-Saharan Africa",,,2032112631.76315,1201892000000,2256067665.49153,-12.1047053544521,1047255000000,14.2484083941672,5297744858.69039
SSFGHA,Ghana,Ghana,"Ghana, Sub-Saharan Africa",,,7192953702.95208,26582999000,5805251382.22499,4.26676935258273,5780982400,19.1590562814867,25439551343.4532
SSFGIN,Guinea,Guinea,"Guinea, Sub-Saharan Africa",,,575912147.788008,4311000000000,1076702042.21862,2.49188594726537,3821000000000,8.59672562665762,6878736908.03469
SSFGNB,Guinea-Bissau,Guinea-Bissau,"Guinea-Bissau, Sub-Saharan Africa",,,115046865.201509,68044410900,128118738.353559,4.79677970772308,56682414300,10.886580274027,876246923.532778
SSFGNQ,Equatorial Guinea,Equatorial Guinea,"Equatorial Guinea, Sub-Saharan Africa",,,2471509401.9016,1461773000000,2621549846.30882,-4.74459913088207,1004242693100,20.3213743562103,5271241655.96556
SSFKEN,Kenya,Kenya,"Kenya, Sub-Saharan Africa",6.07407578457702,,9114486571.49376,894853000000,7686708964.20141,13.0263893578977,612516000000,14.2933013621917,47946927658.8116
SSFLBR,Liberia,Liberia,"Liberia, Sub-Saharan Africa",,,343000000,343000000,273585924.48406,5.20266897186225,106000000,16.8633235004916,3052200000
SSFLSO,Lesotho,Lesotho,"Lesotho, Sub-Saharan Africa",,,825071126.821278,10527000000,1099078110.40488,-0.360807306347951,8837000000,35.3320028584229,1928811898.95011
SSFMDG,Madagascar,Madagascar,"Madagascar, Sub-Saharan Africa",,,746505013.195292,2189878652200,692864036.173447,-19.5119115684117,38344655800,7.66538314029217,8365461533.6183
SSFMLI,Mali,Mali,"Mali, Sub-Saharan Africa",19.2249497855044,,2121097406.28743,1254522000400,1882652000.97758,8.10725485077468,611294825400,16.6403794165487,9273830111.95377
SSFMOZ,Mozambique,Mozambique,"Mozambique, Sub-Saharan Africa",,,3946897861.56443,157806843750,3317246354.89318,11.8228777536168,106748539062.5,26.671112407344,10029882580.5603
SSFMRT,Mauritania,Mauritania,"Mauritania, Sub-Saharan Africa",,,1094726457.19773,354570374780.058,1048773509.68974,-1.37341967783615,190672026601.433,22.5985950721296,2799450444.49939
SSFMUS,Mauritius,Mauritius,"Mauritius, Sub-Saharan Africa",,,1731081362.4785,60686000000,1578720306.90599,1.83189823364269,37573182800,14.8186675262012,8988239052.73457
SSFMWI,Malawi,Malawi,"Malawi, Sub-Saharan Africa",3.72260048553575,,887916435.067824,443609000000,1111122066.65685,13.7826056380837,169690000000,13.9320321573421,5027832893.35391
SSFNAM,Namibia,Namibia,"Namibia, Sub-Saharan Africa",12.5289491164403,,3107443055.43581,39647555200,3812911886.02961,9.44512009766353,27915090500,27.0412136481647,7191153986.62894
SSFNER,Niger,Niger,"Niger, Sub-Saharan Africa",,,1191332480.62599,704613000000,1169182583.54283,15.3888688492368,534217000000,16.6784347745814,4768243104.44087
SSFNGA,Nigeria,Nigeria,"Nigeria, Sub-Saharan Africa",,,28552041344.9753,5648950000000,24228020332.9386,-11.897290416031,3641423000000,5.93515905756837,377325285131.225
SSFRWA,Rwanda,Rwanda,"Rwanda, Sub-Saharan Africa",7.66126998169894,,1212247135.85809,874000000000,1252388336.86942,5.09708737864077,866000000000,14.6742780389523,6577203567.77925
SSFSDN,Sudan,Sudan,"Sudan, Sub-Saharan Africa",,,4449048983.33333,26694293900,8293238826.9246,-9.0938190675846,3068001700,4.57927819910593,79276510000
SSFSEN,Senegal,Senegal,"Senegal, Sub-Saharan Africa",6.72564206354379,,2238326766.59058,1323858366100,2296285326.53886,4.60075384395783,717339334300,16.4462187523154,10446168212.6976
SSFSLE,Sierra Leone,Sierra Leone,"Sierra Leone, Sub-Saharan Africa",,,435627662.529551,2211246015000,316170402.221683,24.357318317169,762390529100,10.2457718221458,4353179388.55398
SSFSOM,Somalia,Somalia,"Somalia, Sub-Saharan Africa",,,408000000,9076776000000,,,,6.88607594936709,
SSFSSD,South Sudan,South Sudan,"South Sudan, Sub-Saharan Africa",,,3227316471.02081,13197465244.9454,2538502621.09711,0.367054714784572,5523299388.00931,35.798528250906,9084902216.9516
SSFSTP,Sao Tome and Principe,Sao Tome and Principe,"Sao Tome and Principe, Sub-Saharan Africa",,,,,,,,,
SSFSWZ,Swaziland,Swaziland,"Swaziland, Sub-Saharan Africa",,,818000082.295496,10436781250,1095887107.47102,9.40252680040064,8518192382.8125,19.7697318767444,2870200588.9945
SSFSYC,Seychelles,Seychelles,"Seychelles, Sub-Saharan Africa",4.33958464370784,,377807113.604656,5037000000,,,,26.2781719532554,
SSFTCD,Chad,Chad,"Chad, Sub-Saharan Africa",,,563180768.941389,333092984200,449279357.497288,-55.3483099629871,187338800000,5.1721114034462,8025615781.05992
SSFTGO,Togo,Togo,"Togo, Sub-Saharan Africa",6.59435517267112,,650030983.203131,384460500000,694862965.870121,15.3142030204518,249535195000,15.9023996146302,3627720287.19274
SSFTZA,Tanzania,Tanzania,"Tanzania, Sub-Saharan Africa",7.33936882825672,,6250664987.43843,12447518000000,6226653075.21808,-3.78717528888205,6576034000000,13.6991126300507,28813450497.6672
SSFUGA,Uganda,Uganda,"Uganda, Sub-Saharan Africa",14.7043259622702,,2517333463.96829,7118332055800,2621116403.90199,15.4848435074837,5317934057000,9.03682910861113,21697075423.6503
SSFZAF,South Africa,South Africa,"South Africa, Sub-Saharan Africa",3.06524826116186,61000000,64948310591.0384,828669000000,84573976943.6704,0.45719662862102,619183000000,20.4621805890178,190185831066.942
SSFZMB,Zambia,Zambia,"Zambia, Sub-Saharan Africa",,,3126743340.98538,27104800000,,,,14.7805853493081,11098457669.5468
SSFZWE,Zimbabwe,Zimbabwe,"Zimbabwe, Sub-Saharan Africa",,,3768540600,3768540600,4370032331.62129,13.0742684923321,3442530500,23.4473086942032,12952887200
STP,Sao Tome and Principe,Sao Tome and Principe,Sao Tome and Principe,,,,,,,,,
SUR,Suriname,Suriname,Suriname,,,842341463.406416,2878000000,823982116.906015,4.96734962337671,1715491804.34192,17.2655828184054,1626729819.0794
SVN,Slovenia,Slovenia,Slovenia,2.22381802511697,,7989241505.33305,7203571200,9371183902.82974,2.450353135253,7075665100,18.6766122660497,22304967017.0098
SWE,Sweden,Sweden,Sweden,3.38983303740619,185000000,128794368674.611,1086360000000,132167576267.81,2.53031992526036,952601000000,25.9826175054764,223379318854.96
SWZ,Swaziland,Swaziland,Swaziland,,,818000082.295496,10436781250,1095887107.47102,9.40252680040064,8518192382.8125,19.7697318767444,2870200588.9945
SYC,Seychelles,Seychelles,Seychelles,4.33958464370784,,377807113.604656,5037000000,,,,26.2781719532554,
TCA,Turks and Caicos Islands,Turks and Caicos Islands,Turks and Caicos Islands,,,,,,,,,
TCD,Chad,Chad,Chad,,,563180768.941389,333092984200,449279357.497288,-55.3483099629871,187338800000,5.1721114034462,8025615781.05992
TGO,Togo,Togo,Togo,6.59435517267112,,650030983.203131,384460500000,694862965.870121,15.3142030204518,249535195000,15.9023996146302,3627720287.19274
THA,Thailand,Thailand,Thailand,7.61611190149603,,69088902320.4478,2366136000000,64588341336.6079,3.03710064187629,1504760000000,17.3053416383472,195060310619.399
TJK,Tajikistan,Tajikistan,Tajikistan,,,1161283477.47075,7157106200,,,,14.7869206803081,
TKM,Turkmenistan,Turkmenistan,Turkmenistan,,,,,,,,,
TLS,Timor-Leste,Timor-Leste,Timor-Leste,3.17139200972713,,,,,,,,
TON,Tonga,Tonga,Tonga,,,,,,,,,
TTO,Trinidad and Tobago,Trinidad and Tobago,Trinidad and Tobago,,,3854533148.24543,24581899699.6204,2884940829.07176,0.562265341783672,9386588489.87484,16.3609920328661,16501723589.3106
TUN,Tunisia,Tunisia,Tunisia,,,8438901101.14192,16553748400,,,,19.5541348516349,30669529669.6574
TUR,Turkey,Turkey,Turkey,6.11386858733904,290000000,119265846877.26,324403998000,144683913532.851,4.07691190649653,200706463000,13.8780681457282,519083453630.183
TUV,Tuvalu,Tuvalu,Tuvalu,,,,,,,,,
TZA,Tanzania,Tanzania,Tanzania,7.33936882825672,,6250664987.43843,12447518000000,6226653075.21808,-3.78717528888205,6576034000000,13.6991126300507,28813450497.6672
UGA,Uganda,Uganda,Uganda,14.7043259622702,,2517333463.96829,7118332055800,2621116403.90199,15.4848435074837,5317934057000,9.03682910861113,21697075423.6503
UKR,Ukraine,Ukraine,Ukraine,10.632569953119,347000000,17226833053.3264,376315000000,27295730631.5843,-0.412404312544538,216608000000,18.9241475169772,61016997257.9161
UMCAGO,Angola,Angola,"Angola, Upper-middle-income economies",14.916394676894,,17765558031.8159,2125999000000,,,,17.2544392259976,78061714870.1802
UMCALB,Albania,Albania,"Albania, Upper-middle-income economies",4.75454107726989,,1275883511.37814,160711307800,1444951095.20509,-0.27000005216648,48195547400,11.2014275088438,9083307322.5956
UMCASM,American Samoa,American Samoa,"American Samoa, Upper-middle-income economies",,,,,,,,,
UMCAZE,Azerbaijan,Azerbaijan,"Azerbaijan, Upper-middle-income economies",22.6259449113879,,6585594378.29397,6747600000,,,,12.4082383229128,30087936755.8071
UMCBGR,Bulgaria,Bulgaria,"Bulgaria, Upper-middle-income economies",4.72663835683241,66000000,8097027884.83337,14286396000,8527301183.188,1.35073167984685,12598200000,16.1298211611901,31390851280.8887
UMCBIH,Bosnia and Herzegovina,Bosnia and Herzegovina,"Bosnia and Herzegovina, Upper-middle-income economies",2.71081737636509,,3493187978.45194,6160237000,3957614816.82129,0.779752757030863,5844209800,21.5978097017275,12790151403.459
UMCBLR,Belarus,Belarus,"Belarus, Upper-middle-income economies",4.56000475977594,142000000,8424048635.02254,13416130000,8357268663.83187,-0.400339068947289,170754997.23,14.9217643769907,31579013529.7286
UMCBLZ,Belize,Belize,"Belize, Upper-middle-income economies",,,270032450,540064900,259115524.6163,6.51688626549252,395325600,15.4964325473435,1237350250
UMCBRA,Brazil,Brazil,"Brazil, Upper-middle-income economies",3.72902975928992,38000000,355726351859.088,1183466000000,444584419236.08,-1.05996092284065,321402483100,19.7225531166029,1151515224383.06
UMCBWA,Botswana,Botswana,"Botswana, Upper-middle-income economies",,,2972359102.25592,30056719665.5273,3970843404.82595,2.53090401819594,18375123962.4023,20.597600647169,7015760757.69833
UMCCHN,China,China,"China, Upper-middle-income economies",,1764000000,1546148534725.01,9628640000000,1178846501750.29,9.33492006137737,7981144470800,13.9737494412613,4109558281653.95
UMCCOL,Colombia,Colombia,"Colombia, Upper-middle-income economies",11.2982227113464,,54278798178.287,148826000000000,64239855952.8403,4.95120988211406,93034000000000,18.6192625658066,183029102394.637
UMCCRI,Costa Rica,Costa Rica,"Costa Rica, Upper-middle-income economies",,,9588640749.932,5125759413400,6867372048.56805,2.2534074230595,4335626782800,17.4847239095549,
UMCCUB,Cuba,Cuba,"Cuba, Upper-middle-income economies",,,28062225863.846,28062225863.846,21918004007.3983,0.0432593990876313,12719500000,32.2062711904656,48554174136.154
UMCDMA,Dominica,Dominica,"Dominica, Upper-middle-income economies",,,115442592.592593,311695000,,,,22.3198685390928,392073111.111111
UMCDOM,Dominican Republic,Dominican Republic,"Dominican Republic, Upper-middle-income economies",4.23317274627992,,7412611805.99178,333950763300,6024289320.51894,7.65577103955761,171113130900,10.8844740681876,47797820199.9037
UMCDZA,Algeria,Algeria,"Algeria, Upper-middle-income economies",,,34231040849.5661,3446771426600,31572853120.7197,-1.13000024210091,991963370000,20.7738508484578,68068894197.5184
UMCECU,Ecuador,Ecuador,"Ecuador, Upper-middle-income economies",,,14402697000,14402697000,12946914448.8801,0.597116652444214,10172307000,14.3772768243923,61864812000
UMCFJI,Fiji,Fiji,"Fiji, Upper-middle-income economies",,,703176803.668283,1475000000,,,,16.013810744659,3154427066.38908
UMCGAB,Gabon,Gabon,"Gabon, Upper-middle-income economies",,,2032112631.76315,1201892000000,2256067665.49153,-12.1047053544521,1047255000000,14.2484083941672,5297744858.69039
UMCGRD,Grenada,Grenada,"Grenada, Upper-middle-income economies",,,127407407.407407,344000000,,,,12.9469326307866,860013178.148148
UMCIRQ,Iraq,Iraq,"Iraq, Upper-middle-income economies",,,40059766991.9979,46763100000000,,,,22.3,106548229541.64
UMCJAM,Jamaica,Jamaica,"Jamaica, Upper-middle-income economies",2.76349313087171,,1962811896.90806,229448000000,2026390680.91725,-0.38277032109248,119196000000,13.7625337918285,11516771943.992
UMCJOR,Jordan,Jordan,"Jordan, Upper-middle-income economies",16.2867281760114,18000000,7012737746.47888,4979043800,5603859881.89509,3.63640602677657,1933620600,18.6919557981894,30054532112.6761
UMCKAZ,Kazakhstan,Kazakhstan,"Kazakhstan, Upper-middle-income economies",7.16543696976351,,21449401361.9371,4755939300000,23247149793.2836,2.40000000000047,1614226261362.04,11.6327261488061,104134604378.422
UMCLBN,Lebanon,Lebanon,"Lebanon, Upper-middle-income economies",19.5879934449212,,6507440898.64013,9809967154700,6555977407.76119,-0.29460315711043,9883135942200,13.8207113205811,31355870895.9204
UMCLBY,Libya,Libya,"Libya, Upper-middle-income economies",,,,,,,,,
UMCLCA,St. Lucia,St. Lucia,"St. Lucia, Upper-middle-income economies",,,196588148.148148,530788000,,,,13.7365134305145,990059444.444445
UMCMDV,Maldives,Maldives,"Maldives, Upper-middle-income economies",,,,,,,,,
UMCMEX,Mexico,Mexico,"Mexico, Upper-middle-income economies",,,143375766549.094,2272262161000,137151048332.842,2.29159966622336,1552490583000,12.4562243645741,766448049128.298
UMCMHL,Marshall Islands,Marshall Islands,"Marshall Islands, Upper-middle-income economies",,,,,,,,,
UMCMNE,Montenegro,Montenegro,"Montenegro, Upper-middle-income economies",,,777992680.492403,701516000,982572103.342869,1.9101738424293,320891800,19.3535856700105,3184942885.66042
UMCMNG,Mongolia,Mongolia,"Mongolia, Upper-middle-income economies",,,1589657959.72531,3132117702900,1561614116.19288,-4.70602651680977,2119210611300,13.5389837669656,6861701981.29309
UMCMUS,Mauritius,Mauritius,"Mauritius, Upper-middle-income economies",,,1731081362.4785,60686000000,1578720306.90599,1.83189823364269,37573182800,14.8186675262012,8988239052.73457
UMCMYS,Malaysia,Malaysia,"Malaysia, Upper-middle-income economies",8.22207976810948,,38916399948.7902,151988000000,44471453851.1688,4.35647315086656,143247000000,13.134865970579,160361285366.79
UMCNAM,Namibia,Namibia,"Namibia, Upper-middle-income economies",12.5289491164403,,3107443055.43581,39647555200,3812911886.02961,9.44512009766353,27915090500,27.0412136481647,7191153986.62894
UMCPAN,Panama,Panama,"Panama, Upper-middle-income economies",,,5406000000,5406000000,4407711023.59334,9.53841919696039,3668000000,10.3697728051258,27221289700
UMCPER,Peru,Peru,"Peru, Upper-middle-income economies",8.16762479174785,,24942218314.2821,79426000000,22233101821.9741,5.76808183217163,58421000000,13.1821478539551,123386823263.409
UMCPLW,Palau,Palau,"Palau, Upper-middle-income economies",,,,,,,,,
UMCPRY,Paraguay,Paraguay,"Paraguay, Upper-middle-income economies",6.60163925490852,,3486809523.85344,18148529758800,2996834473.72595,4.32249999675993,2730353140100,12.7803505135291,18985401196.0822
UMCROU,Romania,Romania,"Romania, Upper-middle-income economies",4.43946637073087,,24337868537.3343,97490200000,25960896476.5101,0.141692138251926,48554100000,13.7097215353,109962628254.737
UMCSRB,Serbia,Serbia,"Serbia, Upper-middle-income economies",,29000000,6027589021.00331,655870400000,7265341462.4419,-1.47769414744073,564727000000,16.2204927166726,27751436889.8847
UMCSUR,Suriname,Suriname,"Suriname, Upper-middle-income economies",,,842341463.406416,2878000000,823982116.906015,4.96734962337671,1715491804.34192,17.2655828184054,1626729819.0794
UMCTHA,Thailand,Thailand,"Thailand, Upper-middle-income economies",7.61611190149603,,69088902320.4478,2366136000000,64588341336.6079,3.03710064187629,1504760000000,17.3053416383472,195060310619.399
UMCTKM,Turkmenistan,Turkmenistan,"Turkmenistan, Upper-middle-income economies",,,,,,,,,
UMCTON,Tonga,Tonga,"Tonga, Upper-middle-income economies",,,,,,,,,
UMCTUN,Tunisia,Tunisia,"Tunisia, Upper-middle-income economies",,,8438901101.14192,16553748400,,,,19.5541348516349,30669529669.6574
UMCTUR,Turkey,Turkey,"Turkey, Upper-middle-income economies",6.11386858733904,290000000,119265846877.26,324403998000,144683913532.851,4.07691190649653,200706463000,13.8780681457282,519083453630.183
UMCTUV,Tuvalu,Tuvalu,"Tuvalu, Upper-middle-income economies",,,,,,,,,
UMCVCT,St. Vincent and the Grenadines,St. Vincent and the Grenadines,"St. Vincent and the Grenadines, Upper-middle-income economies",,,163803703.703704,442270000,,,,22.2051450747525,579775962.962963
UMCZAF,South Africa,South Africa,"South Africa, Upper-middle-income economies",3.06524826116186,61000000,64948310591.0384,828669000000,84573976943.6704,0.45719662862102,619183000000,20.4621805890178,190185831066.942
URY,Uruguay,Uruguay,Uruguay,8.4039410486602,,7370931508.30302,201428393700,6146355770.16472,2.15021905620904,70989568700,13.8358099968444,35603930267.7898
UZB,Uzbekistan,Uzbekistan,Uzbekistan,,34000000,10570801054.5212,27145711400000,,,,15.8,41476406734.8393
VCT,St. Vincent and the Grenadines,St. Vincent and the Grenadines,St. Vincent and the Grenadines,,,163803703.703704,442270000,,,,22.2051450747525,579775962.962963
VIR,Virgin Islands (U.S.),Virgin Islands (U.S.),Virgin Islands (U.S.),,,,,,,,,
VNM,Vietnam,Vietnam,Vietnam,,,12238468667.0522,265545000000000,9792661888.3971,6.96011388890159,182270000000000,6.3332635321649,125991113568.201
VUT,Vanuatu,Vanuatu,Vanuatu,,,,,,,,,
WLD,World,World,World,8.14368313427038,,12206509895504.8,,12400370805148.1,2.20852234918536,,17.0734910709807,42610029812354.8
WSM,Samoa,Samoa,Samoa,,,,,,,,,
XKX,Kosovo,Kosovo,Kosovo,,,991349672.840191,893900000,921010250.693943,-6.4914249078378,583400000,15.3924303474877,5554951757.79084
ZAF,South Africa,South Africa,South Africa,3.06524826116186,61000000,64948310591.0384,828669000000,84573976943.6704,0.45719662862102,619183000000,20.4621805890178,190185831066.942
ZMB,Zambia,Zambia,Zambia,,,3126743340.98538,27104800000,,,,14.7805853493081,11098457669.5468
ZWE,Zimbabwe,Zimbabwe,Zimbabwe,,,3768540600,3768540600,4370032331.62129,13.0742684923321,3442530500,23.4473086942032,12952887200
